R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,R_0,I_0,LogLik
28.560571444559926,0.3533590126007142,73.05,0.000001,45.66,0.4427738592982353,1.008558528221221,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875,-4299.368347
28.90518073233659,0.3205570715365452,73.05,0.035947778847210524,45.66,0.49327528195208936,0.9597048565056593,0.0337158203125,0.0000236572265625,0.0000300537109375,0.4308837890625,-4303.768293
29.047404616447725,0.3165309486490976,73.05,0.04308484046740552,45.66,0.5002362185516621,0.9583831107127979,0.027294921875,0.000089599609375,0.000009130859375,0.816943359375,-4304.168389
29.758899024231305,0.30237827927226063,73.05,0.0803501319387842,45.66,0.5526661418342537,0.9751907066042413,0.0796142578125,0.0000133056640625,0.0000361083984375,0.1900634765625,-4303.89335
31.02864005444122,0.31696238324676296,73.05,0.0916256347226287,45.66,0.5592355675669296,0.9864182766853042,0.0796142578125,0.0000133056640625,0.1900634765625,0.0000361083984375,-4305.879626
31.27845107301309,0.3186812326361395,73.05,0.10490638780815244,45.66,0.5970897076001404,0.9735409544835222,0.0796142578125,0.0000133056640625,0.1900634765625,0.0000361083984375,-4304.93693
106.78085520023745,0.2658845181620845,73.05,0.14254328260624055,45.66,0.5246168134464335,0.8760317803266303,0.094091796875,0.0000775,0.454833984375,0.0000861,-4322.753637
108.46725882743677,0.2735139650495253,73.05,0.1630130188046275,45.66,0.5473543805298218,0.8477535852759405,0.078955078125,0.000091259765625,0.483837890625,0.000098486328125,-4321.651875
109.94341319646121,0.2774057632545699,73.05,0.1831401447072326,45.66,0.5444125351310339,0.8582538960754069,0.0531494140625,0.0000354736328125,0.6884033203125,0.0000106201171875,-4320.403726
111.48008199224041,0.2819013041967083,73.05,0.20337347793433358,45.66,0.5558783966906422,0.8493507490249813,0.0962158203125,0.0000111572265625,0.0933837890625,0.0000675537109375,-4319.363287
112.77953861680787,0.2846049248271491,73.05,0.22242657767137852,45.66,0.5547986395154824,0.8628352797678774,0.0962158203125,0.0000111572265625,0.0933837890625,0.0000675537109375,-4318.354395
114.37085653380595,0.2906197144037077,73.05,0.24343114517783787,45.66,0.5683963335464572,0.8464394778356913,0.052197265625,0.0000161,0.714111328125,0.00000728,-4317.443557
115.29275525936706,0.2896888203000996,73.05,0.2631377741165811,45.66,0.5637451711517392,0.8655270692624683,0.092333984375,0.000090576171875,0.649951171875,0.000064013671875,-4316.486716
116.79508246049198,0.29311940650056845,73.05,0.28476420363223914,45.66,0.572875496241537,0.858668505739264,0.0841064453125,0.0000013916015625,0.0547119140625,0.0000140380859375,-4315.546571
118.20305792401184,0.2966240893043865,73.05,0.30530576972872303,45.66,0.5775045086644611,0.8604540447613244,0.0841064453125,0.0000013916015625,0.0547119140625,0.0000140380859375,-4314.733539
119.56732681665021,0.30023500218658367,73.05,0.3256746536853612,45.66,0.5841541705146337,0.859495784106489,0.0430908203125,0.0000580322265625,0.1777587890625,0.0000019287109375,-4314.006552
121.13273246572189,0.3039528870971607,73.05,0.34631873828470594,45.66,0.5906222814914952,0.8579948114281766,0.080517578125,0.000002197265625,0.807275390625,0.000003173828125,-4313.306667
122.01363866357134,0.304966748416006,73.05,0.36398447447517757,45.66,0.5951068069155472,0.857811860393791,0.080517578125,0.000002197265625,0.807275390625,0.000003173828125,-4312.764603
123.85450839395085,0.31077334637846626,73.05,0.3863768541613163,45.66,0.6036986440075722,0.855314272786224,0.080517578125,0.000002197265625,0.807275390625,0.000003173828125,-4312.107883
125.33821774470839,0.3149472899310994,73.05,0.4077412852069912,45.66,0.6115627957327835,0.8537759113896659,0.0808837890625,0.0000030517578125,0.2419189453125,0.0000305419921875,-4311.564209
126.69977264268928,0.3176029049815558,73.05,0.4285401885932383,45.66,0.6157033136248338,0.8565335177347349,0.0808837890625,0.0000030517578125,0.2419189453125,0.0000305419921875,-4311.084114
127.9834224772891,0.32091925768597734,73.05,0.44594063869628003,45.66,0.6217031854322347,0.8552910842625688,0.0808837890625,0.0000030517578125,0.2419189453125,0.0000305419921875,-4310.754754
128.99165485964875,0.32130305561764,73.05,0.4640476168493102,45.66,0.6237022601586615,0.8591413482581831,0.0808837890625,0.0000030517578125,0.2419189453125,0.0000305419921875,-4310.435131
130.7666147788435,0.325990616333364,73.05,0.4856230105566712,45.66,0.6327755631312078,0.8530160738542448,0.077685546875,0.000058,0.686865234375,0.0000962,-4310.110296
132.57245205571564,0.33171554604225895,73.05,0.5096974358385006,45.66,0.6396096657010416,0.856634917956976,0.047509765625,0.0000676,0.165673828125,0.0000932,-4309.795146
133.4790573607267,0.33249496595892486,73.05,0.5263000536936665,45.66,0.6464983886028933,0.8524646941240238,0.033349609375,0.000044091796875,0.470654296875,0.000051904296875,-4309.613674
135.0077877457375,0.33535997092347464,73.05,0.5471226022947706,45.66,0.6504686426073129,0.854473862717267,0.0329345703125,0.0000447509765625,0.1285400390625,0.0000761474609375,-4309.469009
136.51001864088664,0.33985095866028386,73.05,0.5672101364286379,45.66,0.6599659969986242,0.8500947720683072,0.047509765625,0.0000676,0.165673828125,0.0000932,-4309.386536
138.1379612825709,0.342366051126798,73.05,0.5911808681545135,45.66,0.6629612037630374,0.855777596186673,0.0918212890625,0.0000296142578125,0.7059814453125,0.0000852294921875,-4309.325014
139.24809834319365,0.3438470642733209,73.05,0.6081648062145684,45.66,0.6680641788798355,0.8542521438792171,0.066455078125,0.000003759765625,0.146337890625,0.000035986328125,-4309.32154
139.59367475088408,0.3446253924968612,73.05,0.6134826184100122,45.66,0.6726461475986872,0.8507130898256339,0.096630859375,0.000012060546875,0.660498046875,0.000091748046875,-4309.33105
141.14121217436104,0.3469516085382716,73.05,0.6364291841519377,45.66,0.6783151654309847,0.8512213730608316,0.0544189453125,0.0000654541015625,0.4906494140625,0.0000249755859375,-4309.433839
142.61888689008342,0.350566669384596,73.05,0.6577364031005488,45.66,0.6859945136320655,0.8507711220314781,0.096630859375,0.000012060546875,0.660498046875,0.000091748046875,-4309.542005
144.1295295654979,0.35357930517048025,73.05,0.6776664738508985,45.66,0.6871849174539101,0.8568572185532473,0.096630859375,0.000012060546875,0.660498046875,0.000091748046875,-4309.713858
145.30057160082538,0.3561764636574294,73.05,0.6953354617438869,45.66,0.6906924904774888,0.8596595620295443,0.0380126953125,0.0000818603515625,0.7226806640625,0.0000538818359375,-4309.927353
146.57785879191687,0.3584785252011319,73.05,0.714453865469453,45.66,0.69985803709426,0.8556006931902832,0.0148681640625,0.0000503173828125,0.5969970703125,0.0000598388671875,-4310.126436
148.13211356072367,0.3611883947916882,73.05,0.7362111901590948,45.66,0.7083144602833986,0.8530588679239032,0.0176025390625,0.0000163330078125,0.2067626953125,0.0000875732421875,-4310.474161
149.44162796747779,0.3634534677765847,73.05,0.7551066725879824,45.66,0.7115233009757297,0.8536316598868856,0.0982666015625,0.0000868408203125,0.5811767578125,0.0000287841796875,-4310.779974
151.02357351138687,0.3632876496707748,73.05,0.7813876706763544,45.66,0.7171638528963711,0.8546024384592121,0.0148681640625,0.0000503173828125,0.5969970703125,0.0000598388671875,-4311.267748
152.1446022225901,0.364943320915197,73.05,0.7972112240222055,45.66,0.7205770092670283,0.8571698748983867,0.0176025390625,0.0000163330078125,0.2067626953125,0.0000875732421875,-4311.618129
153.972288888384,0.37111140674293774,73.05,0.8187181962028175,45.66,0.7236574360983614,0.864440427860953,0.044580078125,0.000075634765625,0.230712890625,0.000020361328125,-4312.109322
155.29976975883983,0.3719980972258208,73.05,0.8383668385607191,45.66,0.7346727277538243,0.8566989411052781,0.059228515625,0.0000215,0.018017578125,0.0000674,-4312.569855
156.43145479448393,0.3728980504930447,73.05,0.8579511300771543,45.66,0.743393988715592,0.8534048250893731,0.096826171875,0.000085693359375,0.247412109375,0.000028662109375,-4313.1305
157.78793366686068,0.3737910641207115,73.05,0.8777767215623238,45.66,0.7376039930064524,0.868099612673277,0.044580078125,0.000075634765625,0.230712890625,0.000020361328125,-4313.628357
159.36775289253353,0.3784549362999741,73.05,0.8988427256551375,45.66,0.7540534052554126,0.8571321967359488,0.059228515625,0.0000215,0.018017578125,0.0000674,-4314.257182
160.85528474912616,0.38115861202608264,73.05,0.9199320415592149,45.66,0.7632860737812217,0.8493408467773654,0.006103515625,0.0000747,0.158642578125,0.00000181,-4314.982143
162.4548678920067,0.38242976994401806,73.05,0.9412822292389473,45.66,0.7589160566431415,0.8652999485893756,0.0875244140625,0.0000885986328125,0.3227783203125,0.0000637451171875,-4315.634957
163.42306314275507,0.38291055894425535,73.05,0.9602020020466502,45.66,0.767596041001138,0.8628512423732037,0.0875244140625,0.0000885986328125,0.3227783203125,0.0000637451171875,-4316.325581
165.09096744813644,0.3840678375751126,73.05,0.9833438252264567,45.66,0.7656204992630891,0.8714084614970765,0.002880859375,0.000018310546875,0.041748046875,0.000097998046875,-4317.162522
28.560571444559926,0.3533590126007142,73.05,0.000001,45.66,0.4427738592982353,1.008558528221221,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875,-4299.368347
28.89941493266554,0.3207133154198614,73.05,0.03559186024476289,45.66,0.4929744282709962,0.9592852672668697,0.0337158203125,0.0000236572265625,0.0000300537109375,0.4308837890625,-4303.803076
29.040655662789955,0.3166710394838534,73.05,0.04265825788852032,45.66,0.5002261643987411,0.9567004068796552,0.027294921875,0.000089599609375,0.000009130859375,0.816943359375,-4304.14494
29.749662909592505,0.3030458354471785,73.05,0.07955458607800416,45.66,0.5853944346362389,0.90165200526897,0.0796142578125,0.0000133056640625,0.0000361083984375,0.1900634765625,-4305.231252
31.014576505439077,0.3172801074209926,73.05,0.09071845022042446,45.66,0.5554290034737012,0.9856704465193485,0.0796142578125,0.0000133056640625,0.1900634765625,0.0000361083984375,-4306.007295
31.256216837413664,0.31830637031840436,73.05,0.10386771070114102,45.66,0.5973222537774938,0.9725842786471541,0.0796142578125,0.0000133056640625,0.1900634765625,0.0000361083984375,-4304.978462
