"R0","amplitude","gamma","mu","sigma","rho","psi","S_0","E_0","R_0","I_0","LogLik"
138.837399509591,0.344716153738324,73.05,0.5990324492114,45.66,0.797343788004711,0.611302404273229,0.022802734375,8.3544921875E-05,6.6357421875E-05,0.769482421875,-4343.651487
141.101822773273,0.35078995806014,73.05,0.626968436860533,45.66,0.796657539498698,0.631567303105772,0.022314453125,1.5869140625E-05,5.5126953125E-05,0.515478515625,-4336.506863
137.061245426796,0.341737201757728,73.05,0.572601053291382,45.66,0.764100614571307,0.652255906098612,0.0275634765625,6.45751953125E-05,6.04248046875E-05,0.8589111328125,-4330.277112
138.905172340966,0.344779022282803,73.05,0.60004312701444,45.66,0.761902843379184,0.672019912309305,0.0275634765625,6.45751953125E-05,6.04248046875E-05,0.8589111328125,-4325.407047
138.077193801494,0.344003491049373,73.05,0.589488587935545,45.66,0.748700386126084,0.690303084649577,0.0009033203125,7.52197265625E-05,2.84912109375E-05,0.6980712890625,-4321.674325
138.862990327487,0.34444600778421,73.05,0.600899030016127,45.66,0.738206420381356,0.713362678521445,0.0275634765625,6.45751953125E-05,6.04248046875E-05,0.8589111328125,-4317.876774
137.091933529318,0.3394999594368,73.05,0.579392499045601,45.66,0.719136664265244,0.734670527375477,0.095556640625,1.49E-05,4.28E-05,0.049658203125,-4315.208053
138.231296042487,0.342590677980156,73.05,0.591474787231851,45.66,0.713329561548279,0.754974317369829,0.0009033203125,7.52197265625E-05,2.84912109375E-05,0.6980712890625,-4313.14829
138.268732919117,0.342932326118759,73.05,0.592803951939225,45.66,0.702375955860444,0.774774238099805,0.0449462890625,7.64892578125E-05,4.46044921875E-05,0.7903564453125,-4311.670239
138.665754446426,0.343664779087586,73.05,0.600123554450585,45.66,0.695883598190202,0.795785741454348,0.066455078125,3.759765625E-06,3.5986328125E-05,0.146337890625,-4310.534973
137.406474729608,0.340114129995852,73.05,0.582292378447249,45.66,0.679369805591755,0.814387486287382,0.0078369140625,2.45361328125E-05,2.78076171875E-05,0.4774658203125,-4309.871695
139.269078568367,0.34485279420385,73.05,0.606645643387968,45.66,0.676871109958462,0.8363788119948,0.066455078125,3.759765625E-06,3.5986328125E-05,0.146337890625,-4309.433104
36.8540564642454,0.029474969495571,73.05,6.69112387212334E-05,45.66,0.60866015812325,0.855667791276652,0.0796142578125,1.33056640625E-05,3.61083984375E-05,0.1900634765625,-4677.520322
38.9677188822675,0.310369698916717,73.05,0.085411808312816,45.66,0.630822670800342,0.872866713881313,0.0796142578125,1.33056640625E-05,3.61083984375E-05,0.1900634765625,-4879.97505
36.8679930403811,0.030755920662653,73.05,0.000396246788849,45.66,0.594161548959906,0.890411334830327,0.0796142578125,1.33056640625E-05,3.61083984375E-05,0.1900634765625,-4670.726526
30.5701256202093,0.301034108951601,73.05,0.075989625343839,45.66,0.585246232191777,0.90213397016838,0.0796142578125,1.33056640625E-05,0.1900634765625,3.61083984375E-05,-4337.354059
36.8440673852797,0.035192098761983,73.05,0.000377601049188,45.66,0.573365543570172,0.93583126162963,0.0796142578125,1.33056640625E-05,3.61083984375E-05,0.1900634765625,-4663.674009
29.2221633526986,0.309540877832699,73.05,0.043103258769513,45.66,0.500226321556837,0.95838449354114,0.027294921875,8.9599609375E-05,0.816943359375,9.130859375E-06,-4316.502824
35.8690041867179,3.10E-09,73.05,2.91E-22,45.66,0.5688078232506,0.959579866301834,0.0337158203125,2.36572265625E-05,0.4308837890625,3.00537109375E-05,-4668.553458
36.8619687053843,0.034448685633944,73.05,5.85353740940778E-05,45.66,0.552623840794509,0.986281221779984,0.0796142578125,1.33056640625E-05,3.61083984375E-05,0.1900634765625,-4657.722345
138.848694982571,0.345312965291748,73.05,0.599093553393711,45.66,0.802090791675688,0.605249905221019,0.022802734375,8.3544921875E-05,6.6357421875E-05,0.769482421875,-4346.068772
141.345907292817,0.353730770190567,73.05,0.630483804814499,45.66,0.803798848995302,0.625314161490863,0.022314453125,1.5869140625E-05,5.5126953125E-05,0.515478515625,-4338.670436
137.346504601613,0.343559176656291,73.05,0.574416053645397,45.66,0.770235123941745,0.645797926830308,0.0275634765625,6.45751953125E-05,6.04248046875E-05,0.8589111328125,-4332.055617
138.876811357422,0.344744494466251,73.05,0.599693078858967,45.66,0.764900809675071,0.665366249811193,0.0275634765625,6.45751953125E-05,6.04248046875E-05,0.8589111328125,-4326.914296
