R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,R_0,I_0
93.7437266422045,0.1831199217036156,73.05,0.019967324758874774,45.66,0.4626776039797712,0.8701954116951425,0.079638671875,0.000062255859375,0.345849609375,0.000095849609375
94.43650939811461,0.20347434308165147,73.05,0.002626820144196619,45.66,0.4548757071584812,0.8931986260465261,0.0658447265625,0.0000247314453125,0.7815673828125,0.0000846435546875
100.98890645111422,0.22309893849844062,73.05,0.09789376450020174,45.66,0.4849284604855145,0.8885578412858373,0.096142578125,0.000067822265625,0.610400390625,0.000025048828125
107.70527495736405,0.24437424539016325,73.05,0.19233913015912332,45.66,0.5182269912246349,0.8818886227322043,0.079638671875,0.000062255859375,0.345849609375,0.000095849609375
24.957036451916416,0.2620464818402881,73.05,1.8927369481200585e-8,45.66,0.43362348105460025,1.009883560521926,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
120.46227759399875,0.2853884308822964,73.05,0.36485844111836413,45.66,0.5799558048095221,0.8640578510924843,0.0658447265625,0.0000247314453125,0.7815673828125,0.0000846435546875
29.760302879727,0.3026228728794636,73.05,0.0803501319387842,45.66,0.5847435420925622,0.9021339701683797,0.0796142578125,0.0000133056640625,0.0000361083984375,0.1900634765625
28.9051804323702,0.3205570382426858,73.05,0.035947778847210524,45.66,0.4932758975549802,0.9595798663018336,0.0337158203125,0.0000236572265625,0.0000300537109375,0.4308837890625
28.334299774399092,0.34469009011773505,73.05,8.013447155475193e-8,45.66,0.398740122418141,1.1300163859119823,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
28.422495825936355,0.3481369910189124,73.05,7.82719955368087e-8,45.66,0.3989370917678569,1.130322634862938,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
29.017804284521898,0.36955443113617487,73.05,8.274915585704136e-8,45.66,0.3977132681048904,1.1302416712203667,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
152.72969817745127,0.3902282637905527,73.05,0.7694753690201683,45.66,0.7418569155543784,0.8450133637598857,0.0982666015625,0.0000868408203125,0.5811767578125,0.0000287841796875
31.464212736506845,0.42192209900472866,73.05,0.007063159343666907,45.66,0.5001978810973399,0.9973816636011131,0.027294921875,0.000089599609375,0.816943359375,0.000009130859375
169.49671847522066,0.43006538093272106,73.05,0.9809372584207348,45.66,0.8171676667214682,0.852735429341796,0.0927978515625,0.0000173095703125,0.0257080078125,0.0000014404296875
179.24594785118097,0.45081994876873843,73.05,1.1029931261398436,45.66,0.8185208287545592,0.9191334052128179,0.0670166015625,0.0000805908203125,0.4124267578125,0.0000725341796875
189.00002777365324,0.47158444671277605,73.05,1.2312975200234153,45.66,0.9022694732644969,0.8816231320573729,0.0150634765625,0.0000270751953125,0.2964111328125,0.0000229248046875
190.8429999503325,0.4907326663029461,73.05,1.221217741973877,45.66,0.9158945185084173,0.8884661816696623,0.0150634765625,0.0000270751953125,0.2964111328125,0.0000229248046875
93.7437266422045,0.18130685317189663,73.05,0.019967324758874774,45.66,0.4626776039797712,0.8701954116951425,0.079638671875,0.000062255859375,0.345849609375,0.000095849609375
94.43650939811461,0.20145974562539748,73.05,0.002626820144196619,45.66,0.4548757071584812,0.8931986260465261,0.0658447265625,0.0000247314453125,0.7815673828125,0.0000846435546875
100.98890645111422,0.22089003811726793,73.05,0.09789376450020174,45.66,0.4849284604855145,0.8885578412858373,0.096142578125,0.000067822265625,0.610400390625,0.000025048828125
107.70527495736405,0.24195469840610223,73.05,0.19233913015912332,45.66,0.5182269912246349,0.8818886227322043,0.079638671875,0.000062255859375,0.345849609375,0.000095849609375
24.957036451916416,0.25945196221810707,73.05,1.8927369481200585e-8,45.66,0.43362348105460025,1.009883560521926,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
120.46227759399875,0.2825628028537588,73.05,0.36485844111836413,45.66,0.5799558048095221,0.8640578510924843,0.0658447265625,0.0000247314453125,0.7815673828125,0.0000846435546875
29.760302879727,0.2996266068113501,73.05,0.0803501319387842,45.66,0.5847435420925622,0.9021339701683797,0.0796142578125,0.0000133056640625,0.0000361083984375,0.1900634765625
28.9051804323702,0.317383206180877,73.05,0.035947778847210524,45.66,0.4932758975549802,0.9595798663018336,0.0337158203125,0.0000236572265625,0.0000300537109375,0.4308837890625
28.334299774399092,0.34127731694825253,73.05,8.013447155475193e-8,45.66,0.398740122418141,1.1300163859119823,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
28.422495825936355,0.34469009011773505,73.05,7.82719955368087e-8,45.66,0.3989370917678569,1.130322634862938,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
29.017804284521898,0.36589547637245035,73.05,8.274915585704136e-8,45.66,0.3977132681048904,1.1302416712203667,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
152.72969817745127,0.3863646176144086,73.05,0.7694753690201683,45.66,0.7418569155543784,0.8450133637598857,0.0982666015625,0.0000868408203125,0.5811767578125,0.0000287841796875
31.464212736506845,0.41774465247992937,73.05,0.007063159343666907,45.66,0.5001978810973399,0.9973816636011131,0.027294921875,0.000089599609375,0.816943359375,0.000009130859375
169.49671847522066,0.42580730785417925,73.05,0.9809372584207348,45.66,0.8171676667214682,0.852735429341796,0.0927978515625,0.0000173095703125,0.0257080078125,0.0000014404296875
179.24594785118097,0.446356384919543,73.05,1.1029931261398436,45.66,0.8185208287545592,0.9191334052128179,0.0670166015625,0.0000805908203125,0.4124267578125,0.0000725341796875
189.00002777365324,0.4669152937750258,73.05,1.2312975200234153,45.66,0.9022694732644969,0.8816231320573729,0.0150634765625,0.0000270751953125,0.2964111328125,0.0000229248046875
