R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,R_0,I_0,LogLik
30.21683023167013,0.3968889989633739,73.05,8.366650373090866e-45,45.66,0.43545934522531476,0.9323328821153338,0.032327046559988165,0.00010611876396055592,0.9675560214582504,0.00001081321780089147,-4226.950039
30.214319587198023,0.39679406176517895,73.05,1.5699538144277667e-18,45.66,0.43515645223629046,0.9331995494533715,0.032327046559988165,0.00010611876396055592,0.9675560214582504,0.00001081321780089147,-4226.950072
30.21540527387637,0.3968420813205553,73.05,0.0000028590193257519575,45.66,0.4357377007331568,0.9315493370497627,0.032327046559988165,0.00010611876396055592,0.9675560214582504,0.00001081321780089147,-4226.951049
30.217497984334468,0.3969026358567851,73.05,0.000004863871786652761,45.66,0.4351436858988333,0.9329078082054665,0.032327046559988165,0.00010611876396055592,0.9675560214582504,0.00001081321780089147,-4226.951063
30.217035069043074,0.39688529560832847,73.05,0.000008360254099585487,45.66,0.4353087521584039,0.9325708318293572,0.032327046559988165,0.00010611876396055592,0.9675560214582504,0.00001081321780089147,-4226.951921
30.218090597228862,0.39691463446751674,73.05,0.00001142150009585779,45.66,0.4354604166941497,0.9321317367853217,0.032327046559988165,0.00010611876396055592,0.9675560214582504,0.00001081321780089147,-4226.952516
30.218444669593204,0.39692232616801953,73.05,0.000011078267530495175,45.66,0.43500593424163314,0.9329741907629842,0.032327046559988165,0.00010611876396055592,0.9675560214582504,0.00001081321780089147,-4226.952518
30.21789180740117,0.3968899719893771,73.05,0.00002426403461298831,45.66,0.4351163128501573,0.9335806518021537,0.032327046559988165,0.00010611876396055592,0.9675560214582504,0.00001081321780089147,-4226.955824
30.226300154462457,0.39675528065216187,73.05,0.0003653026453847582,45.66,0.44211465021185603,0.9104826548799457,0.032327046559988165,0.00010611876396055592,0.9675560214582504,0.00001081321780089147,-4227.148207
30.229199983489046,0.39613338979218377,73.05,0.0009313618751062843,45.66,0.4392705992252299,0.9209046533260151,0.032327046559988165,0.00010611876396055592,0.9675560214582504,0.00001081321780089147,-4227.193364
30.224381599543538,0.39448922156484123,73.05,0.0020876179780365566,45.66,0.44690525533853825,0.8896213688543109,0.032327046559988165,0.00010611876396055592,0.9675560214582504,0.00001081321780089147,-4227.921888
