time,S,E,R,I,H
1954.73237508556,118905.24843607048,824.8085258170328,2127511.3084762185,491.34278331182617,1304.5205921055096
1954.77070499658,119261.53618500853,953.8344730249461,2128989.3317830204,566.7690451338292,1478.029694121529
1954.8090349076,119348.73836978865,1104.96409652047,2130698.1518837437,656.1806298414964,1708.8264928168073
1954.84736481862,119799.59794414733,894.3593362599377,2132549.391472094,599.0936776741332,1851.245985892261
1954.88569472964,119871.79012024483,1094.4551927838736,2134259.3058262356,649.3122756247758,1709.9207569402693
1954.92402464066,119652.1874519621,1274.7327209149062,2136222.5872115553,755.8406576616678,1963.287793599314
1954.96235455168,119071.480369607,1478.2769470330472,2138506.3896112246,877.8778248897343,2283.808814310594
1955.0006844627,119076.1732202753,1109.7486166342567,2140980.648795759,794.3869754388843,2474.2656064631838
1955.03901437372,119361.9105884798,1077.4171055985532,2142897.7077983916,649.1942521846335,1917.0654311995822
1955.07734428474,119162.53906436307,1257.4225664517087,2144843.408640673,746.5483826258101,1945.7072764640297
1955.11567419576,118619.35237524484,1453.5300263022805,2147095.0690698386,864.1174487641832,2251.6668696334814
1955.15400410678,117696.27218257968,1667.9794864948183,2149694.243306692,994.2646664931859,2599.180684593162
1955.1923340178,116375.38776837771,1892.8666907059933,2152670.902918631,1132.855102961459,2976.6660680403693
1955.23066392882,114660.99716967215,2115.852608171867,2156039.892787386,1273.149642741465,3368.9963343751638
1955.26899383984,112586.40284994862,2320.7054055967005,2159793.4756529015,1405.826480920481,3753.58934183179
1955.30732375086,112098.0217530116,1486.2636889410976,2163443.622774608,1093.699562813234,3650.1536094755697
1955.34565366188,111488.67407650819,1548.7665639857653,2166150.8050766634,947.246556750615,2707.1887991992935
1955.3839835729,110575.16640350138,1662.3505767832894,2168895.88719074,1014.6732781345573,2745.0886192713697
1955.42231348392,109486.30385012085,1763.1093275669368,2171829.957338848,1079.9969637405522,2934.076661824479
1955.46064339494,108248.36104496507,1848.197075918092,2174935.9409275316,1136.8529798929856,3105.9901114686013
1955.49897330595,106898.87380791848,1912.270296628299,2178185.1368461754,1181.7441331042262,3249.202450975355
1955.53730321697,105482.79209556292,1951.0735601452143,2181539.7612977154,1211.73872733142,3354.630993793866
1955.57563312799,105307.43556308061,1253.4104429446934,2184691.8301320095,938.6743836046037,3152.0753865409774
1955.61396303901,106066.62915833679,767.6332339286364,2186781.4202350914,580.2837845309159,2089.5966632338327
1955.65229295003,107294.26421512489,476.0676931116146,2188070.224809645,358.62936759869154,1288.811139679609
1955.69062286105,108799.45263369322,307.2946043591472,2188870.191798979,224.0636929766551,799.9735575341313
1955.72895277207,110172.99190262613,349.2568236537021,2189465.153604134,213.99155400096447,594.968375358066
1955.76728268309,111511.59936930051,375.923723106644,2190083.9872875274,228.84499068584876,618.8402554057874
1955.80561259411,112788.84030598421,409.805026152513,2190750.9048782554,248.32209328329787,666.9241646649496
1955.84394250513,114196.90003598027,322.53412003657354,2191448.549871446,225.9573016133004,697.651569203664
1955.88227241615,115502.72793422324,384.01870500646976,2192071.013051625,230.79629748343447,622.4697581520263
1955.92060232717,116727.89809652898,436.01288873490563,2192757.217791114,260.5851003380931,686.2113194125272
1955.95893223819,117837.47417631149,500.59566062906833,2193537.331883851,298.0141386776902,780.1206748543151
1955.99726214921,119086.85103569867,398.9526450114226,2194394.6733151437,283.185528854383,857.3480159005053
1956.03559206023,120486.22018147296,369.8307388344483,2195072.7761005606,223.63208970874302,678.1093723686839
1956.07392197125,121685.46936356642,445.31934292539336,2195747.2683725893,261.75541346491616,674.4988609368529
1956.11225188227,122723.37223244965,536.9679189695194,2196550.945984009,314.44306400526466,803.6842025344474
1956.15058179329,123553.93263517537,653.3305570606162,2197521.4917776464,381.46991022557626,970.5523874048829
1956.18891170431,124122.95242187998,800.2913262309563,2198703.76546502,466.2966536352763,1182.2802843600439
1956.22724161533,124365.19022280583,984.1025083538134,2200152.939742392,572.7646042870451,1449.1808782928256
1956.26557152635,124205.23724592049,1210.495211838882,2201934.95501806,704.6176316839131,1782.0218814186287
1956.30390143737,124572.83845152284,903.4922460662953,2203920.4293224015,637.5027104036324,1985.4809158985383
1956.34223134839,124791.19005002681,1043.3462939515994,2205567.952612684,609.3902622338926,1647.529907245956
1956.38056125941,124482.23711198888,1291.4256637903095,2207463.75715603,750.7718529446659,1895.8111655123253
1956.41889117043,123651.46647514122,1586.1918701978277,2209801.4484230047,924.1099488025686,2337.697895473426
1956.45722108145,122217.0638091139,1926.5115114699138,2212666.4592453083,1126.9558409446531,2865.017458587564
1956.49555099247,120122.13199442865,2299.314071168951,2216134.6715055113,1353.4243638821586,3468.218905974587
1956.53388090349,117356.47250181723,2678.6778150324367,2220255.5277807284,1590.2224822281958,4120.8629323685145
1956.57221081451,115834.17019233163,1940.0763853325045,2224678.4846316976,1398.3802771259998,4422.963521258782
1956.61054072553,115672.34099689548,1288.1221690852153,2227918.7810591874,940.950830276777,3240.303109448449
1956.64887063655,116212.25043489545,861.2191410909089,2230086.234717325,628.5027793358611,2167.4603481097647
1956.68720054757,117216.84680009141,579.7160544140532,2231536.738775878,421.8609632226466,1450.510753880457
1956.72553045859,117936.25443180153,703.5666243182993,2232662.6858259058,418.6159065824718,1125.95374906778
1956.76386036961,118453.1641988568,820.6727159151226,2233926.012148867,486.2529165265933,1263.3330255492735
1956.80219028063,118722.88378576808,960.1772119245674,2235398.870777058,568.2301645400009,1472.86533487329
1956.84052019165,119143.08458835784,820.269585825434,2237075.2957814564,574.6714410896109,1676.4317158476003
1956.87885010267,119339.31929833931,999.5497537316749,2238645.478839646,591.2893336403002,1570.1897745055846
1956.91718001369,119218.91570076089,1178.8742592597748,2240443.2454990144,696.1027596891446,1797.7733806883668
1956.95550992471,118733.65882859733,1385.1195380016968,2242560.2078591185,818.8843155690174,2116.9690872854603
1956.99383983573,118473.13019412966,1180.2117922062773,2244976.752235917,827.7837390228987,2416.551110846586
1957.03216974675,118815.22639667592,1022.6124729437888,2246950.2634737114,629.0907858926009,1973.5179786064455
1957.07049965777,118611.6074569938,1218.9055799083465,2248824.319753752,721.0420687869008,1874.0630264077972
1957.10882956879,118053.46138304294,1425.0264942791748,2251011.490689734,843.9668817600004,2187.177688421359
1957.14715947981,117092.00454570734,1653.15694757314,2253564.4875699426,981.8248244352826,2553.003639750646
1957.18548939083,115702.93683515019,1895.2953091369911,2256519.820672212,1130.424529221493,2955.3398700696184
1957.22381930185,113886.11421451693,2138.0684989178862,2259898.26977945,1282.5769177425382,3378.455884540996
1957.26214921287,111674.06829232021,2363.2160278415804,2263695.951262128,1427.9122862511708,3797.6882707539485
1957.30047912389,110575.76439716661,1687.4618765996277,2267622.543749318,1231.1349729238477,3926.599287103255
1957.33880903491,109883.5957884335,1619.9322729607165,2270573.09601224,995.7013203051931,2950.559073178022
1957.37713894593,108774.26549159698,1739.6525801208747,2273450.996734299,1062.5587334962318,2877.9075408445838
1957.41546885695,107496.42821992812,1838.5727270475077,2276519.635645535,1127.750912651576,3068.645738948503
1957.45379876797,106083.7986205001,1916.4971000951466,2279755.503502662,1181.3179595689664,3235.8746943086744
1957.49212867899,104583.37833764055,1968.0796774083349,2283120.684502035,1219.5764761968435,3365.1878464716847
1957.53045859001,103048.37893131899,1989.7129339840449,2286568.2861200203,1239.8472247592827,3447.608475319525
1957.56878850103,102525.36024360615,1368.1680579445851,2289886.99916865,1020.176050082021,3318.719916283
1957.60711841205,103144.72276525243,826.56822004404,2292156.271380401,627.607153026401,2269.2790879143736
1957.64544832307,104276.02956948782,506.73998755178656,2293543.2769353534,383.6280155771591,1387.012436496753
1957.68377823409,105718.99109373118,314.1113125013416,2294394.440796081,236.6833491425899,851.170745561687
1957.72210814511,107114.97706648962,326.3408979085787,2294975.978686846,201.55174354298626,581.544777669492
1957.76043805613,108461.56221037783,346.3696103860386,2295553.6487763496,211.9637790290802,577.676978117448
1957.79876796715,109762.81243847971,372.12690406676126,2296166.7388343913,226.63012331835762,613.0969484419289
1957.83709787817,111144.21515636783,306.7057719829008,2296814.0766428136,218.1400140755282,647.3447007234321
1957.87542778919,112532.01576799052,331.6573883304657,2297373.6380140567,200.6926981175016,559.5682653615787
1957.91375770021,113831.70003690915,372.11977659784765,2297965.7056260663,223.36211407178078,592.0745078348687
1957.95208761123,115042.82273376723,422.3133263826699,2298630.2239239626,252.3912806126101,664.5251956009448
1957.99041752225,116312.2166304372,364.6146036056742,2299370.447452248,255.26644031521266,740.2304281121741
1958.02874743326,117801.50150745676,294.91847066185966,2299974.742993473,186.07023534508662,604.3024431267168
1958.06707734428,119120.45718940502,357.5617144726586,2300522.8671290153,210.84227425467023,548.1310391041682
1958.1054072553,120319.16729356893,428.103455001911,2301167.4528796407,251.27528446725202,644.592655967745
1958.14373716632,121358.21108936207,518.1522582092372,2301940.524076242,303.03394066387267,773.0781040626756
1958.18206707734,122193.72960170684,632.929547379426,2302877.735678257,369.06931536288727,937.2185120326136
1958.22039698836,122771.10788504813,778.4586154623697,2304023.949146759,452.95946374199343,1146.2203816335737
1958.25872689938,123024.28401827777,961.2579976501735,2305434.6788307815,558.6902877390515,1410.7366009761304
1958.2970568104,123458.2047139154,810.9205804650912,2307096.692411231,564.7891302283758,1662.0205020782744
1958.33538672142,124048.96018193683,838.5258425493328,2308501.337406369,492.66535594800786,1404.6519214357645
1958.37371663244,124131.79179509103,1054.000402855223,2310035.3679049616,610.2403866163114,1534.0374291594983
1958.41204654346,123753.54201210526,1315.404225064291,2311949.1475027725,762.1209785306426,1913.7865335294039
1958.45037645448,122815.67845613432,1630.6715005233207,2314334.2854139847,947.1710117080606,2385.1448533572016
1958.4887063655,121229.41737093114,1996.035191546325,2317283.81297039,1164.7139667878898,2949.5345065341753
1958.52703627652,118933.92434196378,2396.0591092634572,2320880.8255296117,1407.8383414966333,3597.0195191564394
1958.56536618754,117142.45997204688,1990.0793016150963,2325026.6441909024,1402.3860880152172,4145.825632996775
1958.60369609856,116857.37617310234,1343.1487896814888,2328329.836981768,972.3325666450127,3303.1997740692145
1958.64202600958,117270.98783223487,916.1508325770168,2330591.6399994045,663.0474885552069,2261.8100091067695
1958.6803559206,118160.37580057708,628.6366967300279,2332136.06396937,453.84896658352415,1544.4309670759283
1958.71868583162,118914.27981557095,701.4382248373064,2333282.955802149,415.20106571451737,1146.898833803126
1958.75701574264,119362.87370237795,839.9892105152526,2334550.215033431,493.5623942266363,1267.2662358503856
1958.79534565366,119515.49581384928,1006.5916397123013,2336064.1363074523,590.9590071593069,1513.9282827515347
1958.83367556468,119636.78209828636,958.620724865085,2337858.5716312327,651.5077080587467,1794.4423374837543
1958.8720054757,119788.8671818266,1059.3732303566976,2339558.9522282532,624.3667184972612,1700.387616044016
1958.91033538672,119459.26110413621,1274.5318065150504,2341473.6514737564,747.9900659774429,1914.706269847724
1958.94866529774,118691.52837389996,1521.786535252713,2343768.8605074277,894.9814673883712,2295.2160643172583
1958.98699520876,117911.47857791226,1432.6318342591862,2346475.0458855527,977.6608035024096,2706.1924163000467
1959.02532511978,118098.6254091149,1086.0072939365239,2348820.3111427277,709.5261477395416,2345.2723032122935
1959.0636550308,117624.30584407735,1336.5434045672278,2350879.9998692647,789.4423483923907,2059.6957789207886
1959.10198494182,116768.20973138552,1568.1643078256134,2353280.118139621,927.8439751312313,2400.1253293970176
1959.14031485284,115467.73335158711,1819.161638353382,2356089.318900782,1080.647818341727,2809.207828009101
1959.17864476386,113710.45198440457,2077.5268727041152,2359338.924615475,1241.0316577743818,3249.612790626968
1959.21697467488,111517.41366427096,2324.893276387035,2363036.7553666583,1398.8119843239244,3697.837837543482
1959.2553045859,108950.22152917177,2538.505359754119,2367157.41836898,1540.644272944735,4120.670100428516
1959.29363449692,107247.9672132494,1944.0267198683791,2371493.42061149,1409.6039746380939,4336.009353477264
1959.33196440794,106578.11607422298,1634.6602583437825,2374761.660219828,1028.327261341362,3268.246730932508
1959.37029431896,105434.92457626219,1730.0884006804722,2377680.674457946,1064.63838598616,2919.021369681012
1959.40862422998,104198.41764974415,1790.4804511748212,2380722.7634883495,1106.3887113665035,3042.096170910197
1959.446954141,102898.40011341264,1828.3852678700375,2383864.2325449935,1135.1529702742664,3141.47620644121
1959.48528405202,101578.96944794916,1841.627006304802,2387065.619642799,1148.9689989092558,3201.39425712886
1959.52361396304,100284.72177676663,1829.678482489077,2390283.765952053,1147.0970786391304,3218.153478223894
1959.56194387406,99643.71280424176,1379.765587862277,2393420.5464068456,1012.9779133426825,3136.7876333697254
1959.60027378508,100249.22310385105,816.4130876774769,2395681.6948136054,623.2029921726306,2261.155593638792
1959.6386036961,101366.20441005034,493.57791025806404,2397050.722603095,375.8932875418465,1369.034981714513
1959.67693360712,102794.73292832579,301.77608908378056,2397879.476640214,228.74412532095735,828.7612325713369
1959.71526351814,104262.7324439568,278.3753853323878,2398410.7244669218,174.11525967993876,531.2550241338832
1959.75359342916,105675.77492419982,291.24861841071396,2398903.898175913,179.29305674412254,493.1809079158151
1959.79192334018,107063.05083920497,307.975619438226,2399418.187800332,188.5967674854157,514.2968248523098
1959.8302532512,108472.77423821107,282.00691486219426,2399961.2255820213,192.92590692613996,543.0449837079833
1959.86858316222,109975.37846645477,266.9274453907508,2400438.2289390024,163.19475617636851,477.01056055995605
1959.90691307324,111392.50105571197,296.22675071869617,2400915.0723298327,178.605267915481,476.8505958080202
1959.94524298426,112750.27824182551,332.30126977224165,2401443.073446204,199.37251434708142,528.0083228520951
1959.98357289528,114100.46683379175,321.05650448450433,2402034.3790593296,215.84686279156875,591.31282128629
1960.0219028063,115687.96783169975,227.99448368311286,2402552.4310619617,154.208485539621,518.0592125159931
1960.06023271732,117138.37911907144,281.73517222407617,2402990.8764430457,166.67286832422212,438.4525923492745
1960.09856262834,118506.39789762032,335.111585921705,2403498.310342482,197.12331538830503,507.4411121090864
1960.13689253936,119757.42734875756,403.6355876211,2404102.9497092003,236.41629852662334,604.6465810549914
1960.17522245038,120856.60606063622,491.80759218557193,2404832.723457381,286.9775901086437,729.7809645106277
1960.2135523614,121759.35523172586,605.0993572807746,2405723.4692603652,351.9829788690499,890.7530217357889
1960.25188227242,122409.54032446453,750.0572588725353,2406820.876060763,435.2894124191492,1097.4140221215969
1960.29021218344,123072.58316117103,695.34459699087,2408152.10159895,475.5105658385669,1331.2327635735178
1960.32854209446,124037.81334925389,640.3810654409115,2409317.098806269,383.8255637389665,1165.004436565165
1960.36687200548,124562.53359910742,823.429803959879,2410505.790796996,474.5977457065906,1188.6992233658032
1960.4052019165,124701.93474634773,1046.354901443769,2412006.231425135,602.4832028498819,1500.4478647890683
1960.44353182752,124346.29910757308,1327.6171786833693,2413912.0247235177,765.0066815556515,1905.8005401178434
1960.48186173854,123381.67766543837,1672.898856290282,2416326.7448474444,966.4994242619152,2414.727372117669
1960.52019164956,121699.06829339625,2079.6607505824204,2419361.405478435,1207.38322205952,3034.667887334983
1960.55852156057,119906.41502210782,2007.058529016358,2423076.57576675,1359.5412100929268,3715.177554816843
1960.59685147159,119623.46418636052,1379.4913908204885,2426364.3089811313,986.6734327393476,3287.740491796485
1960.63518138261,120010.69462947341,967.1548437013475,2428690.2723177825,692.0385353306732,2325.970622429696
1960.67351129363,120875.993973439,682.0189937666445,2430323.2228363003,486.8993311078772,1632.9578101749858
1960.71184120465,121695.11808378667,726.1528181283759,2431529.391052742,426.89969944144303,1206.175512261432
1960.75017111567,122106.45490173427,903.6138666870706,2432853.61594631,524.5982711144062,1324.2321930703527
1960.78850102669,122134.7892810621,1121.671678186368,2434492.7564072185,650.889324967499,1639.1477648374916
1960.82683093771,121839.08416269267,1256.2861034114953,2436524.5506875417,792.9228756347966,2031.8015897427629
1960.86516084873,121773.50793012418,1286.2554238247599,2438612.2953467825,754.3330673104267,2087.751974990152
1960.90349075975,120971.70331007552,1590.0264452139852,2440953.2277133865,925.6024138921696,2340.939688838938
1960.94182067077,119561.37447295817,1935.8550780253265,2443826.526930003,1131.541352328958,2873.306546648682
1960.98015058179,117723.35863847277,2098.2198933111104,2447309.868062573,1339.0038389462236,3483.348472132601
1961.01848049281,117470.24541440165,1389.3788895673408,2450627.8284927187,998.5371562354479,3317.9677803224113
1961.05681040383,116301.89629213813,1765.2631636036883,2453389.7475296757,1044.911930578697,2761.9263959518075
1961.09514031485,114693.82849063298,2050.949143819044,2456554.9275333583,1218.2125229823362,3165.1873715016027
1961.13347022587,112584.9379041551,2335.827950385335,2460216.5492561813,1396.9381526872332,3661.629100882223
1961.17180013689,110019.55464529406,2596.2525206633363,2464368.924191912,1566.0835470060847,4152.38232552573
1961.21013004791,107093.48194145458,2803.883221823746,2468961.707216679,1708.5533223736486,4592.790427701692
1961.24845995893,103948.76051193943,2932.7069431564564,2473895.8977120314,1807.3345567735023,4934.197912612274
1961.28678986995,101493.17915631407,2405.060648798992,2478984.566187078,1719.2868127435538,5088.675907445308
1961.32511978097,100802.12366295968,1755.5867761954157,2482906.6844147528,1155.4754476689645,3922.125673992565
1961.36344969199,99686.75951309822,1776.7903196334082,2486059.4069268634,1115.1388315985703,3152.7299686429997
1961.40177960301,98656.81036786901,1742.7778788103317,2489159.7316691983,1097.5857692467744,3100.3322082411255
1961.44010951403,97720.46828931801,1691.2726426808538,2492195.5154642174,1069.102901416999,3035.7912701408304
1961.47843942505,96901.3796274249,1626.0542358807643,2495137.9593406045,1031.2762759912189,2942.451360487147
1961.51676933607,96216.43202810569,1550.9601059968832,2497964.0816943105,986.4177315127768,2826.1298464677757
1961.55509924709,95982.43213155688,1228.473564493155,2500642.642600083,886.7384841480128,2678.5684068143564
1961.59342915811,96894.26869396008,703.1282256357725,2502624.6372845243,541.8875076279552,1982.0021926691038
1961.63175906913,98250.61489377367,415.7775885927389,2503802.9645774616,319.6632799669065,1178.334805817353
1961.67008898015,99875.05238287912,249.1594364315273,2504500.9472877,190.5120838085699,697.9902258690694
1961.70841889117,101574.84888486526,207.80506255479207,2504928.851136911,132.52752880539825,427.9113664828179
1961.74674880219,103230.05350197958,213.65433570423585,2505297.975298222,132.53448008787518,369.1316797357757
1961.78507871321,104873.7374234582,221.69770531088898,2505674.234519367,136.64968779443984,376.26674068798883
1961.82340862423,106503.8289110012,227.7858116546107,2506065.614959034,143.23656367269206,391.38796035887776
1961.86173853525,108243.64521836741,190.7340382485718,2506424.1262925887,118.20093795721765,358.51885540007225
1961.90006844627,109912.26295394957,209.98182389684015,2506765.8155690823,127.09892481346306,341.6967993595861
1961.93839835729,111542.23038407075,233.5149541873672,2507139.60176551,140.5029283023053,373.7937203661493
1961.97672826831,113128.06752625917,256.674852216389,2507556.3540203427,157.77358036966712,416.7597799528009
1962.01505817933,114911.18604478703,163.3133779214728,2507951.4506544266,118.28606245118581,395.10416046657105
1962.05338809035,116617.69325678622,195.2020398568057,2508263.379040928,115.72751787376696,311.93591391449263
1962.09171800137,118257.61363066541,232.5196869496636,2508615.3271040833,136.72055578768024,351.95559154826844
1962.13004791239,119814.14353257163,281.0794317339037,2509035.1587060336,164.4067167724674,419.83913149820285
1962.16837782341,121260.30826935965,344.8063217433018,2509544.008077472,200.70815717856723,508.8569023747384
1962.20670773443,122560.45923666742,428.6538769054844,2510169.745278768,248.4347806443864,625.7447339269091
1962.24503764545,123667.4869376072,539.0872188831842,2510949.3071537986,311.28139741469175,779.5694097566015
1962.28336755647,124652.13807281751,575.2433166270387,2511926.9620516878,375.06646761956523,977.6624352447035
1962.32169746749,125951.7788909587,480.8533541574554,2512863.292010797,298.0627609262404,936.337499451285
1962.36002737851,126868.99513860907,644.23782939271,2513779.265444732,368.363931595355,915.9809769447406
1962.39835728953,127447.39963232596,842.3015676893823,2514959.8545960854,480.3890555303064,1180.5966974823496
1962.43668720055,127563.72814736425,1104.2634383705733,2516503.8507548845,629.3619942710945,1544.0037089914615
1962.47501711157,127079.02244564655,1444.3578452953323,2518527.0258717667,824.1012233621732,2023.1826723955264
1962.51334702259,125837.23082314827,1872.2648109828535,2521168.462564743,1071.8625626209612,2641.444255451167
1962.55167693361,124051.90509851092,2073.536751251499,2524572.332271531,1329.2155329135767,3403.8772783081067
1962.59000684463,123726.90124473048,1451.6437571169188,2527903.620605653,1023.8003818104936,3331.2959161744284
1962.62833675565,124038.49880623803,1050.7450002688438,2530355.2919990895,742.093326426347,2451.678984136983
1962.66666666667,124832.30023030205,764.6788872244897,2532132.9452948826,538.9907746404604,1777.6608927870825
1962.70499657769,125711.06923636328,750.6427258518702,2533447.9022779223,443.1365965718947,1314.9645846095948
1962.74332648871,126055.40362315439,980.65569868539,2534840.3122685556,561.6911729246639,1392.4175961016977
1962.78165639973,125899.01667097383,1267.1312716778575,2536632.9216713225,725.7452209630436,1792.6170129848038
1962.81998631075,125102.97468235389,1628.6923017097904,2538946.51069056,934.7612206022618,2313.5966355868172
1962.85831622177,124844.94030622572,1494.839918518285,2541480.9000493176,881.7392101284971,2534.396982605698
1962.89664613279,123532.05048490221,1916.1253239847383,2544240.0130346445,1105.0203726585228,2759.120616881749
1962.93497604381,121393.63155573225,2388.2352862965504,2547717.682757962,1385.751752467056,3477.677364192462
1962.97330595483,118352.57279486662,2898.6758397717595,2552029.7533935085,1697.675541986422,4312.078288088467
1963.01163586585,117386.06875654511,1887.3210186235972,2556447.5064752228,1352.4382835304036,4417.760747856067
1963.04996577687,115832.40881158039,2140.815006443522,2559924.8252850864,1271.2231407129843,3477.3264876127723
1963.08829568788,113555.63229373987,2473.733430874269,2563763.9166879584,1473.2082867382396,3839.0990914176873
1963.1266255989,110746.4651126615,2778.9076597057374,2568169.200069399,1670.4170596590177,4405.291082364568
1963.16495550992,107511.24673993986,3024.3267414233997,2573090.886782444,1838.30958583461,4921.694427984559
1963.20328542094,104018.32194461809,3176.515926351433,2578415.8750562966,1955.1176166904497,5324.996004203375
1963.24161533196,100474.12032242051,3213.6503302526535,2583976.0904419567,2004.3108897338168,5560.223132393782
1963.27994524298,97392.60118573309,2861.652467648945,2589566.939628834,1950.6008886438904,5590.856950401896
1963.318275154,96830.54641529023,1736.3687486312447,2594057.03307791,1252.7488616112992,4490.101228217805
1963.35660506502,95842.50529900209,1740.2854286366196,2597290.8824040927,1109.2076503756532,3233.8571164880796
1963.39493497604,95083.63325201343,1643.7187297535652,2600313.572929461,1049.4202956213128,3022.6983250184703
1963.43326488706,94508.2454360099,1540.7698329076732,2603163.9721603664,986.1029483816527,2850.4070393715006
1963.47159479808,94116.40493582087,1437.0344910736023,2605834.3681805586,921.308687099037,2670.403836944005
1963.5099247091,93902.3716180438,1336.2293662516015,2608324.271306485,857.550666725033,2489.91095042069
1963.54825462012,93931.92125061872,1170.4392452338104,2610639.01606611,791.6338045591625,2314.7525913274008
1963.58658453114,95045.12845031633,645.6557114071505,2612456.484378721,499.60998115147004,1817.4761506855607
1963.62491444216,96557.06377518026,376.62108322471795,2613537.1631004363,291.17946388419244,1080.6865640702306
1963.66324435318,98314.56222266406,223.08078633586626,2614169.3742391807,171.43982172451322,632.2189836085829
1963.7015742642,100178.16366984985,163.71355809938984,2614545.7917696517,108.49846552994772,376.4253768123091
1963.73990417522,102000.27088891386,168.5368941797456,2614841.3349563587,105.01586294759282,295.5510340127701
1963.77823408624,103817.35512275736,173.18178541718268,2615137.783838465,107.10974107139246,296.45673029464837
1963.81656399726,105621.06252039374,181.34328264235214,2615443.171742606,111.40557341489071,305.3957532315639
1963.85489390828,107518.21732540734,140.99098502689037,2615730.3856384344,90.22254756583906,287.2217458305914
1963.8932238193,109365.9508151173,156.3745302019411,2615986.794162469,94.81111205198476,256.41637482974255
1963.93155373032,111186.25918957185,173.49853525524665,2616265.1000053314,104.46775911170914,278.3136944567266
1963.96988364134,112967.93247802791,196.03080173627885,2616574.7419311088,117.29589384650721,309.6497782527682
1964.00821355236,114872.69667777477,131.48460494592626,2616884.8601851035,94.9159983628607,310.12610742546724
1964.04654346338,116758.99957979488,144.63208034682756,2617123.646476988,85.9164365364396,238.79414612729644
1964.0848733744,118583.6869585465,173.26999008563297,2617385.037141191,101.71833733055483,261.3985191801378
1964.12320328542,120343.3968304541,210.81663246135625,2617698.268609682,123.02895404913187,313.23932432621007
1964.16153319644,122015.83463954946,260.84098736917076,2618080.5334529723,151.38129224978627,382.2727001641044
1964.19986310746,123570.9525390708,327.8316568344717,2618554.8774257815,189.28884194399438,474.3518309630779
1964.23819301848,124967.83319354239,417.92026078038987,2619152.635934327,240.20191246481684,597.766368298721
1964.2765229295,126190.13090799752,502.97072850273094,2619916.2122022295,306.19904586055554,763.5841296842524
1964.31485284052,127741.80841206107,355.8161846713836,2620708.0739273517,248.01668996703353,791.8695893311767
1964.35318275154,128961.98827370316,509.85970127637455,2621431.6141577996,289.73615671357487,723.5480968530114
1964.39151266256,129893.5781079746,683.0792321875568,2622370.8336982224,386.4710725288988,939.2274092883396
1964.42984257358,130405.52268143115,920.6415176493196,2623629.9332864424,519.9091927849227,1259.1074603594277
1964.4681724846,130347.25404046176,1242.8862952252123,2625327.4463640205,701.7452919646053,1697.5209541207057
1964.50650239562,129532.53829897247,1669.8746169652898,2627616.8180237077,944.7071113577382,2289.379542169434
1964.54483230664,127719.56329863389,2246.9739577288456,2630684.326850849,1258.9607490838557,3067.5167176136765
1964.58316221766,127334.32444580806,1553.9595240454278,2634087.287208968,1081.4212287263615,3402.968258672501
1964.62149212868,127529.8779385802,1154.9496503660898,2636713.790514633,806.8226011752317,2626.511215306805
1964.6598220397,128219.00745689069,862.9538853707847,2638671.324463494,601.8839421571132,1957.5418653323059
1964.69815195072,129102.06845382178,787.7481494330616,2640140.7980386238,475.5648951407309,1469.4814966965612
1964.73648186174,129330.12092127747,1079.2776638260234,2641637.5059417714,611.565545195514,1496.7158289688439
1964.77481177276,128932.41911867555,1440.1245734906386,2643623.1134862998,816.384174595577,1985.615475529519
1964.81314168378,127710.84758770197,1905.1085032860526,2646267.4710043175,1083.4662846816966,2644.365455924192
1964.8514715948,126806.12418732529,1804.5802227002719,2649423.519348612,1088.802394205898,3156.0562911284774
1964.88980150582,124717.80200144416,2380.1206530596587,2652816.449668285,1366.067348838499,3392.9382760993985
1964.92813141684,121575.67130700093,2989.6136837665285,2657142.522157283,1731.3267882860878,4326.080456950866
1964.96646132786,117325.85334928293,3615.7159103769495,2662535.9008746967,2121.638812609035,5393.386699934532
