"R0","amplitude","gamma","mu","sigma","rho","psi","S_0","E_0","R_0","I_0",
30.2181796155683,0.396929447348027,73.05,5.84E-07,45.66,0.438003896278354,0.923500013385963,0.027294921875,8.96E-05,0.816943359375,9.13E-06,-4226.968298
