R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,R_0,I_0
132.89791454539167,0.3510658487711499,73.05,0.4906094500916918,45.66,0.822430890643116,0.6189889929264345,0.0008056640625,0.0000800048828125,0.1329345703125,0.0000051513671875
159.7876983723783,0.3758320472111838,73.05,0.8966866430286093,45.66,0.8292969892473787,0.6394038879508005,0.0275634765625,0.0000645751953125,0.8589111328125,0.0000604248046875
145.9879439203453,0.36426080816988526,73.05,0.6900728830457499,45.66,0.8018036094129346,0.6554638547962057,0.0614501953125,0.0000334228515625,0.1461181640625,0.0000460693359375
131.13859377975618,0.33793390987210337,73.05,0.4784179523594282,45.66,0.744850970442121,0.676131144787284,0.095263671875,0.000021630859375,0.148974609375,0.000073974609375
132.01368909270656,0.32678139013203716,73.05,0.5085697481906412,45.66,0.7221179579686499,0.6990137984937209,0.095556640625,0.0000149,0.049658203125,0.0000428
141.1121778597688,0.3670188963527219,73.05,0.6166335312065832,45.66,0.7941619944856428,0.7259703288441144,0.022314453125,0.000015869140625,0.515478515625,0.000055126953125
138.00067123872807,0.3463995730329725,73.05,0.5847033132708496,45.66,0.720852884907317,0.7520731801859418,0.0078369140625,0.0000245361328125,0.4774658203125,0.0000278076171875
134.57521909824015,0.3358920669536873,73.05,0.5392113484336786,45.66,0.6922836619401661,0.7685067756797852,0.022802734375,0.000083544921875,0.769482421875,0.000066357421875
132.41858927788195,0.32831525206399875,73.05,0.5118342945076447,45.66,0.6623695599806892,0.7958035275217528,0.033349609375,0.000044091796875,0.470654296875,0.000051904296875
133.10902326312137,0.3310951461939742,73.05,0.5235590874619416,45.66,0.671045266717906,0.8152261188833798,0.029833984375,0.000078076171875,0.762451171875,0.000026513671875
138.86300081434703,0.343038727776118,73.05,0.6021931421193898,45.66,0.6729304727028613,0.8339613350839332,0.0009033203125,0.0000752197265625,0.6980712890625,0.0000284912109375
138.16276002081725,0.34262462020338424,73.05,0.5925093448171699,45.66,0.6634233373281435,0.8558327656036535,0.0449462890625,0.0000764892578125,0.7903564453125,0.0000446044921875
138.45041625765347,0.34419555494825355,73.05,0.5935876513450534,45.66,0.6635524617201716,0.8579708842659953,0.026416015625,0.0000293,0.200830078125,0.0000159
139.00637599062543,0.3424351037065429,73.05,0.607196692963511,45.66,0.6548763830380102,0.879042537097233,0.066455078125,0.000003759765625,0.146337890625,0.000035986328125
31.278377420613097,0.31867587159252647,73.05,0.10490638780815244,45.66,0.6259155138682536,0.917391688687021,0.0796142578125,0.0000133056640625,0.1900634765625,0.0000361083984375
144.4442684169483,0.36458686484369257,73.05,0.6698930364858383,45.66,0.6724511829800269,0.9233740491688525,0.0374267578125,0.0000117431640625,0.2603759765625,0.0000095458984375
30.22684560710742,0.35982413702595084,73.05,0.027725603157538314,45.66,0.5002661038807825,0.9444032749214467,0.027294921875,0.000089599609375,0.816943359375,0.000009130859375
138.5097044711843,0.34186928700705393,73.05,0.6007205022988095,45.66,0.6163183691014873,0.9683857111091222,0.0331298828125,0.0000715087890625,0.7631103515625,0.0000380615234375
147.16175741571354,0.3583030472003795,73.05,0.723841200782446,45.66,0.6422143693195524,0.9800290294638683,0.039501953125,0.000054931640625,0.079541015625,0.000056689453125
132.89791454539167,0.3510658487711499,73.05,0.4906094500916918,45.66,0.822430890643116,0.6128603890360738,0.0008056640625,0.0000800048828125,0.1329345703125,0.0000051513671875
159.7876983723783,0.3758320472111838,73.05,0.8966866430286093,45.66,0.8292969892473787,0.6330731563869312,0.0275634765625,0.0000645751953125,0.8589111328125,0.0000604248046875
145.9879439203453,0.36426080816988526,73.05,0.6900728830457499,45.66,0.8018036094129346,0.6489741136596097,0.0614501953125,0.0000334228515625,0.1461181640625,0.0000460693359375
131.13859377975618,0.33793390987210337,73.05,0.4784179523594282,45.66,0.744850970442121,0.6694367770171128,0.095263671875,0.000021630859375,0.148974609375,0.000073974609375
132.01368909270656,0.32678139013203716,73.05,0.5085697481906412,45.66,0.7221179579686499,0.6920928697957632,0.095556640625,0.0000149,0.049658203125,0.0000428
141.1121778597688,0.3670188963527219,73.05,0.6166335312065832,45.66,0.7941619944856428,0.7187825038060538,0.022314453125,0.000015869140625,0.515478515625,0.000055126953125
138.00067123872807,0.3463995730329725,73.05,0.5847033132708496,45.66,0.720852884907317,0.74462691107519,0.0078369140625,0.0000245361328125,0.4774658203125,0.0000278076171875
134.57521909824015,0.3358920669536873,73.05,0.5392113484336786,45.66,0.6922836619401661,0.7608977977027577,0.022802734375,0.000083544921875,0.769482421875,0.000066357421875
132.41858927788195,0.32831525206399875,73.05,0.5118342945076447,45.66,0.6623695599806892,0.7879242846750028,0.033349609375,0.000044091796875,0.470654296875,0.000051904296875
133.10902326312137,0.3310951461939742,73.05,0.5235590874619416,45.66,0.671045266717906,0.8071545731518612,0.029833984375,0.000078076171875,0.762451171875,0.000026513671875
138.86300081434703,0.343038727776118,73.05,0.6021931421193898,45.66,0.6729304727028613,0.8257042921623101,0.0009033203125,0.0000752197265625,0.6980712890625,0.0000284912109375
138.16276002081725,0.34262462020338424,73.05,0.5925093448171699,45.66,0.6634233373281435,0.8473591738650035,0.0449462890625,0.0000764892578125,0.7903564453125,0.0000446044921875
138.45041625765347,0.34419555494825355,73.05,0.5935876513450534,45.66,0.6635524617201716,0.8494761230356389,0.026416015625,0.0000293,0.200830078125,0.0000159
139.00637599062543,0.3424351037065429,73.05,0.607196692963511,45.66,0.6548763830380102,0.8703391456408247,0.066455078125,0.000003759765625,0.146337890625,0.000035986328125
31.278377420613097,0.31867587159252647,73.05,0.10490638780815244,45.66,0.6259155138682536,0.9083086026604169,0.0796142578125,0.0000133056640625,0.1900634765625,0.0000361083984375
144.4442684169483,0.36458686484369257,73.05,0.6698930364858383,45.66,0.6724511829800269,0.914231731850349,0.0374267578125,0.0000117431640625,0.2603759765625,0.0000095458984375
30.22684560710742,0.35982413702595084,73.05,0.027725603157538314,45.66,0.5002661038807825,0.935052747446977,0.027294921875,0.000089599609375,0.816943359375,0.000009130859375
138.5097044711843,0.34186928700705393,73.05,0.6007205022988095,45.66,0.6163183691014873,0.9587977337714081,0.0331298828125,0.0000715087890625,0.7631103515625,0.0000380615234375
147.16175741571354,0.3583030472003795,73.05,0.723841200782446,45.66,0.6422143693195524,0.9703257717464042,0.039501953125,0.000054931640625,0.079541015625,0.000056689453125
132.89791454539167,0.3510658487711499,73.05,0.4906094500916918,45.66,0.822430890643116,0.6251788828556989,0.0008056640625,0.0000800048828125,0.1329345703125,0.0000051513671875
159.7876983723783,0.3758320472111838,73.05,0.8966866430286093,45.66,0.8292969892473787,0.6457979268303085,0.0275634765625,0.0000645751953125,0.8589111328125,0.0000604248046875
