R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,R_0,I_0
24.946663938047006,0.2604159045533726,73.05,0.00020197518557007674,45.66,0.3449222373915066,1.26930581074412,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
24.946133106519646,0.2604894707507918,73.05,0.00006289118094666281,45.66,0.35892746336777376,1.213455085191473,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
24.94732899926573,0.26107431421298183,73.05,1.0886386033538276e-7,45.66,0.3848188223186841,1.1312748169089515,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
28.422495825936355,0.3481369910189124,73.05,7.82719955368087e-8,45.66,0.3989370917678569,1.130322634862938,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
24.960026279860692,0.26177595111374913,73.05,9.636427514393123e-12,45.66,0.4250793854079014,1.0275557976003826,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
24.957036451916416,0.2620464818402881,73.05,1.8927369481200585e-8,45.66,0.43362348105460025,1.009883560521926,0.017724609375,0.000059716796875,0.498779296875,0.000005029296875
30.225987955857345,0.35959505448571333,73.05,0.02736290327294014,45.66,0.4619873537104962,0.9441398495440327,0.027294921875,0.000089599609375,0.816943359375,0.000009130859375
30.228618490506467,0.3597655175438406,73.05,0.027368481696433883,45.66,0.485553351768835,0.9443930015738644,0.027294921875,0.000089599609375,0.816943359375,0.000009130859375
28.9051804323702,0.3205570382426858,73.05,0.035947778847210524,45.66,0.4932758975549802,0.9595798663018336,0.0337158203125,0.0000236572265625,0.0000300537109375,0.4308837890625
30.226988277371238,0.35981916985283446,73.05,0.02773527916059618,45.66,0.5103214525687862,0.9437162633244115,0.027294921875,0.000089599609375,0.816943359375,0.000009130859375
29.4656464155713,0.30699452845477004,73.05,0.062137068535280233,45.66,0.5424101051761517,0.9083137878478494,0.0796142578125,0.0000133056640625,0.0000361083984375,0.1900634765625
31.02864055271947,0.3169624443057059,73.05,0.0916256347226287,45.66,0.5554682378638223,0.9862812217799842,0.0796142578125,0.0000133056640625,0.1900634765625,0.0000361083984375
29.760302879727,0.3026228728794636,73.05,0.0803501319387842,45.66,0.5847435420925622,0.9021339701683797,0.0796142578125,0.0000133056640625,0.0000361083984375,0.1900634765625
31.278442304131577,0.31868215155699964,73.05,0.10490638780815244,45.66,0.5971044064572781,0.9735632796448844,0.0796142578125,0.0000133056640625,0.1900634765625,0.0000361083984375
31.280760442315287,0.3186754568366015,73.05,0.10503490531468518,45.66,0.6135825055075519,0.9417882867097491,0.0796142578125,0.0000133056640625,0.1900634765625,0.0000361083984375
31.27837392814164,0.31867550109171977,73.05,0.10490642168729883,45.66,0.6384964156970055,0.9134517338185939,0.0796142578125,0.0000133056640625,0.1900634765625,0.0000361083984375
31.273582304881685,0.31867619514985507,73.05,0.10507136599905603,45.66,0.6578434955890405,0.9136871098227856,0.0796142578125,0.0000133056640625,0.1900634765625,0.0000361083984375
139.3571722751174,0.34502847603320413,73.05,0.6074085330792199,45.66,0.6746596714368597,0.8450916746347279,0.096630859375,0.000012060546875,0.660498046875,0.000091748046875
142.094171263773,0.35136835588035636,73.05,0.6502772518159349,45.66,0.6941972342763205,0.8418854870503756,0.0904541015625,0.0000227783203125,0.3421142578125,0.0000584716796875
144.44545226790078,0.356089666636471,73.05,0.6818935783380682,45.66,0.7152321046721273,0.8249293416799354,0.0904541015625,0.0000227783203125,0.3421142578125,0.0000584716796875
144.9996060526246,0.35912221117721677,73.05,0.6904613318071298,45.66,0.7352867119839598,0.8054925849414114,0.047509765625,0.0000676,0.165673828125,0.0000932
150.85403020571408,0.3703689439427099,73.05,0.7725555421333626,45.66,0.7601168881705807,0.8115453975922498,0.038818359375,0.000013623046875,0.702685546875,0.000068310546875
151.3340589760523,0.372898802188636,73.05,0.776509381279507,45.66,0.7760006482678372,0.8023418730130776,0.0132080078125,0.0000328369140625,0.3939697265625,0.0000915771484375
