"R0","amplitude","gamma","mu","sigma","rho","psi","S_0","E_0","I_0","R_0","LogLik"
31.3210609581424,0.327643751169777,73.05,0.108506386193485,45.66,0.726636634037978,0.608438186303269,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4281.439437
31.2862415345375,0.326289022812008,73.05,0.107430309840461,45.66,0.667777200500844,0.71344162401532,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4248.259161
31.305752289198,0.327041282694807,73.05,0.108038179395215,45.66,0.701011576287776,0.652328089107606,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4263.950875
31.2756222148212,0.325879735204609,73.05,0.107096616660044,45.66,0.649139949339257,0.749834316999767,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4242.322834
31.2927948955691,0.326537086989457,73.05,0.107636947118762,45.66,0.678882241017305,0.692459411390769,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4252.726867
31.2288302150926,0.324102646402985,73.05,0.105597319744633,45.66,0.563789565651343,0.942663973220661,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.843852
31.2952276564734,0.326631370070727,73.05,0.107713660249886,45.66,0.682626809875112,0.685603377614623,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4254.378708
31.3081271716761,0.327131064699097,73.05,0.108112724202066,45.66,0.70474736971596,0.645869395156046,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4266.143237
31.2587920343522,0.325237054100675,73.05,0.106562086855899,45.66,0.619286011433247,0.811963118273249,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4236.258516
31.2820994231161,0.326131190419178,73.05,0.107299412799454,45.66,0.660326881775119,0.727781800658028,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4245.667528
31.303360059025,0.326953706314108,73.05,0.107962106492723,45.66,0.697367237363006,0.658851369998682,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4261.854152
31.2671739958231,0.325556818298486,73.05,0.106828927976447,45.66,0.634213314588154,0.780280597105569,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4238.802359
31.3100474554952,0.327226444743817,73.05,0.108161269344005,45.66,0.708419374134758,0.639474648669352,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4268.433572
31.2268798606876,0.324026387053451,73.05,0.105534984809791,45.66,0.560109585221979,0.952090612952868,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.015245
31.2858006213204,0.326273905987834,73.05,0.107416152322486,45.66,0.667724083710846,0.71344162401532,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4248.25917
31.2385781565281,0.324470014146633,73.05,0.105912848781297,45.66,0.58217012960062,0.896912425462506,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.551379
31.2191149356423,0.32373889159072,73.05,0.105279221466518,45.66,0.545523738806821,0.990749309722112,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4235.042074
31.3015760189548,0.326874310494282,73.05,0.107910880544591,45.66,0.693671237004154,0.665439883698669,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4259.85078
31.2991869480402,0.326791793774821,73.05,0.107832333922834,45.66,0.690007090111685,0.672094282535656,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4257.938531
31.2908028828169,0.326458495309943,73.05,0.107574914452496,45.66,0.675176889733518,0.699384005504676,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4251.157677
31.2971433418894,0.326715129757277,73.05,0.107769114991947,45.66,0.686318440576214,0.678815225361013,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4256.115225
31.250753507489,0.32493040547393,73.05,0.106305792969558,45.66,0.604423302684522,0.844932076847247,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.593845
31.2568258815029,0.325160352501806,73.05,0.106500555488618,45.66,0.615574968753651,0.820082749455982,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4235.763555
31.2231668287115,0.323890565666408,73.05,0.105411564662541,45.66,0.552828330700548,0.97122763427322,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.462422
31.271540460483,0.325714366382493,73.05,0.106972153445934,45.66,0.641641997952283,0.764905986771462,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4240.434108
31.2776973157571,0.325961681913807,73.05,0.107161402906365,45.66,0.65286138097269,0.742410214851254,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4243.367777
31.2426570571551,0.324617235599195,73.05,0.106048489769079,45.66,0.589561518770146,0.879239707344874,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.718783
31.2211894730777,0.323815713696837,73.05,0.105347719512437,45.66,0.549200272249244,0.980939910615952,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.73618
31.2546296456218,0.325076185364974,73.05,0.106429420932419,45.66,0.61181163106031,0.828283576950541,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4235.322062
31.2672330178058,0.325554230922718,73.05,0.106833916807458,45.66,0.634217143912613,0.780280597105569,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4238.802361
31.2607839502775,0.325306599359898,73.05,0.106628530274151,45.66,0.623006609774966,0.803923879478464,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4236.80839
31.2445623321458,0.324696095445811,73.05,0.106105895651484,45.66,0.593259006307739,0.870534363707796,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.868139
31.2346263248658,0.32432141660676,73.05,0.105785164898419,45.66,0.57480505157388,0.914940365214302,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.551076
31.2528748889543,0.3250136373948,73.05,0.106371858504093,45.66,0.608147426734145,0.836566412720047,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.932622
31.3249944664598,0.327811148721902,73.05,0.108618000529868,45.66,0.733721213707491,0.596449550341407,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4287.414484
31.2992814307719,0.326801294959937,73.05,0.107832162650572,45.66,0.689971325202335,0.672094282535655,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4257.938536
31.2405553845235,0.324545099642642,73.05,0.105977005041169,45.66,0.585881434104782,0.888032104418323,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.6136
31.2487939027466,0.324847802734997,73.05,0.106247229978832,45.66,0.600681648185853,0.85338139761572,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.304391
31.2839355121554,0.326209913771323,73.05,0.107352764419401,45.66,0.664006164901347,0.720576040255473,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4246.925945
31.3146448107878,0.327388893513288,73.05,0.108311196750527,45.66,0.715694230991946,0.626874471786445,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4273.317634
31.2249614256712,0.323956659317284,73.05,0.105470837334911,45.66,0.556452753126132,0.961611519082396,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.221776
31.2326927414142,0.324245943531055,73.05,0.105723290490955,45.66,0.571115296183404,0.924089768866445,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.610686
31.2862458902168,0.326288551149752,73.05,0.107430971094062,45.66,0.667718210754374,0.713441624015321,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4248.259165
31.2925836788592,0.326531379603032,73.05,0.107629328277719,45.66,0.678911178669887,0.692459411390769,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4252.726875
31.2155905001616,0.323605930600566,73.05,0.105164640274876,45.66,0.538314860310306,1.01066337084753,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4235.746448
31.2796467519633,0.326042761171171,73.05,0.107219727396912,45.66,0.65661985213787,0.735059618664608,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4244.482085
31.2506557500405,0.324927659969932,73.05,0.106301538126039,45.66,0.604403923393331,0.844932076847248,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.593845
31.2287966537312,0.32409583728562,73.05,0.105598561325871,45.66,0.563765999452252,0.94266397322066,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.843853
31.3292621049333,0.32801373392694,73.05,0.108731819936484,45.66,0.740932931127867,0.584697137870215,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4293.86317
31.226880413035,0.324027010517328,73.05,0.105534587810931,45.66,0.560114684039386,0.952090612952867,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.015245
31.2486459918622,0.324848068231592,73.05,0.106238898475602,45.66,0.600681689113151,0.85338139761572,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.304387
31.323104985755,0.327706988345366,73.05,0.108576555499203,45.66,0.730156045166664,0.602414045844821,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4284.369144
31.2946698321209,0.326616427248894,73.05,0.107692029058851,45.66,0.682599267384249,0.685603377614622,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4254.378697
31.3128310814066,0.327384357004493,73.05,0.108222493198308,45.66,0.715648555733478,0.626874471786445,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4273.317846
31.2346731988478,0.324322013794434,73.05,0.105787113553814,45.66,0.57479242273538,0.914940365214302,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.551075
31.3017109869555,0.326893956342795,73.05,0.107909766950534,45.66,0.693719578413151,0.665439883698669,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4259.850791
31.2425284267554,0.324620268326025,73.05,0.106040400205668,45.66,0.589555013053694,0.879239707344874,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.718782
31.2526953537096,0.325002950575758,73.05,0.106368503274047,45.66,0.608133451133864,0.836566412720047,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.932618
31.2326927414142,0.324245943531057,73.05,0.105723290490955,45.66,0.571115296183404,0.924089768866445,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.610686
31.2907131101177,0.326455604621769,73.05,0.107572367249023,45.66,0.675193432433086,0.699384005504676,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4251.157674
31.3192009671613,0.327573239229078,73.05,0.108447060019598,45.66,0.722967279961815,0.614522568166302,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4278.622701
